"";"p_sr";"p_mr";"p_pr"
"518";4000,54727938118;4199,34110576989;4255,82776747473
"519";4203,49282965906;4452,59112009195;4291,5438607611
"520";4264,37649474242;4577,12390356203;4307,38642297653
"521";4548,50026513146;4589,76082570692;4411,18469506983
"522";4731,15126038155;4623,29753602699;4502,69398573477
"523";4000,54727938118;4109,37888909699;4255,82776747473
"524";4061,43094446454;4233,37392368692;4263,73490610746
"525";4568,79482015924;4587,22135154696;4420,42127168504
"526";4447,02748999252;4691,85550315951;4368,58672417943
"527";4122,31460954791;4115,6353111984;4274,06461333702
"528";4061,43094446454;6120,16125982663;4263,73490610746
"529";4284,67104977021;4218,90488489469;4313,18077139014
"530";4568,79482015924;4694,92483882607;4420,42127168504
"531";4162,90371960348;3916,59015718561;4282,27920324088
"532";4345,55471485358;4515,13892616453;4332,08565897994
"533";4041,13638943675;4197,1168915453;4260,82824363882
"534";3838,19083915887;4216,48285965264;4246,8591297377
"535";4264,37649474242;4500,72416811151;4307,38642297653
"536";4122,31460954791;4375,01923292254;4274,06461333702
"537";4629,67848524261;4706,03393971255;4449,5409998209
"538";4304,965604798;4668,06946245677;4319,22964784651
"539";4406,43837993694;4466,16306988875;4353,2453490785
"540";4142,6091645757;4324,27999535996;4278,03998409846
"541";5055,86414082616;5115,13840736236;4709,80292349418
"542";5705,28990171538;4819,73961105858;5275,18678496536
"543";4081,72549949233;4292,3343814166;4266,91074286463
"544";4386,14382490915;4458,45703284289;4345,94380456171
"545";4345,55471485358;4434,76135175074;4332,08565897994
"546";4122,31460954791;4261,73581445046;4274,06461333702
"547";4893,50770060385;4836,07496425052;4599,38177506029
"548";4061,43094446454;4641,69150699029;4263,73490610746
"549";4426,73293496473;4621,9670107401;4360,7934327767
"550";4102,02005452012;4247,28456131539;4270,35442243344
"551";4589,08937518703;4770,31500923381;4429,89373566655
"552";4528,20571010367;4577,87235847372;4402,18533729782
"553";4426,73293496473;4554,33642158593;4360,7934327767
"554";4325,26015982579;6813,00900618477;4325,53172086874
"555";3838,19083915887;3924,52815838162;4246,8591297377
"556";4609,38393021482;4607,20579968663;4439,60075553746
"557";4792,03492546491;4748,95727581515;4537,29925571242
"558";4548,50026513146;4534,83135294913;4411,18469506983
"559";4000,54727938118;4160,6582187758;4255,82776747473
"560";4142,6091645757;4117,31353777591;4278,03998409846
"561";4081,72549949233;4128,01563108084;4266,91074286463
"562";5360,28246624298;4458,57521007534;4951,48491372405
"563";4081,72549949233;4355,31717316941;4266,91074286463
"564";4589,08937518703;4724,5995239288;4429,89373566655
"565";5055,86414082616;5037,720477825;4709,80292349418
"566";4041,13638943675;4177,5751882329;4260,82824363882
"567";4670,26759529819;4791,92326114664;4470,11583571778
"568";4061,43094446454;4139,90823370622;4263,73490610746
"569";4568,79482015924;4515,03868716003;4420,42127168504
"570";4934,09681065943;4288,02645342081;4625,72618929014
"571";4122,31460954791;4221,96282558725;4274,06461333702
"572";4690,56215032597;4670,07453511602;4480,74776437745
"573";4041,13638943675;4076,96011934986;4260,82824363882
"574";4548,50026513146;4437,06067795984;4411,18469506983
"575";4304,965604798;4558,7999508;4319,22964784651
"576";4020,84183440897;3956,81171055659;4258,19208693562
"577";4284,67104977021;4376,40264387953;4313,18077139014
"578";4162,90371960348;4230,14834527339;4282,27920324088
"579";4568,79482015924;4619,72781447975;4420,42127168504
"580";4162,90371960348;4250,92584252373;4282,27920324088
"581";4061,43094446454;4123,53014426859;4263,73490610746
"582";4020,84183440897;4198,77899596244;4258,19208693562
"583";4244,08193971464;4265,99502679242;4301,84793408256
"584";4203,49282965906;3903,45493158665;4291,5438607611
"585";3959,9581693256;4242,82938909007;4251,91996618745
"586";4386,14382490915;4578,61518035795;4345,94380456171
"587";4264,37649474242;4503,69838860653;4307,38642297653
"588";4365,84926988136;4205,73082423446;4338,89013070323
"589";5603,81712657644;4795,31107721543;5174,84768751695
"590";4792,03492546491;4726,76638598031;4537,29925571242
"591";4183,19827463127;4208,36074203394;4286,78093928739
"592";4284,67104977021;4448,28944688463;4313,18077139014
"593";4467,3220450203;4555,88078912973;4376,62389180979
"594";5847,35178690989;5801,77329981947;5422,39987578078
"595";4041,13638943675;4251,69343306036;4260,82824363882
"596";4406,43837993694;4562,37333919519;4353,2453490785
"597";5421,16613132634;5267,54228068109;5004,93202499957
"598";4203,49282965906;4142,04410657813;4291,5438607611
"599";4487,61660004809;3862,02890043776;4384,90360419091
"600";4061,43094446454;4080,3028808072;4263,73490610746
"601";4162,90371960348;4515,7735495361;4282,27920324088
"602";4223,78738468685;4267,15139009564;4296,56663618512
"603";4589,08937518703;4671,48446012454;4429,89373566655
"604";4832,62403552049;4713,51311336196;4561,47786042825
"605";4020,84183440897;4286,95045426346;4258,19208693562
"606";4304,965604798;4427,14371758747;4319,22964784651
"607";4203,49282965906;4245,3345685307;4291,5438607611
"608";4102,02005452012;3689,71812333926;4270,35442243344
"609";4081,72549949233;4090,61824412117;4266,91074286463
"610";4223,78738468685;4338,28849336692;4296,56663618512
"611";4548,50026513146;4451,32381537351;4411,18469506983
"612";4548,50026513146;4621,84106922582;4411,18469506983
"613";4649,9730402704;4579,13886746092;4459,71313703997
"614";4507,91115507588;4693,01875226004;4393,42452984588
"615";4203,49282965906;3912,1032532915;4291,5438607611
"616";4102,02005452012;4301,07028236156;4270,35442243344
"617";4487,61660004809;4603,50565901784;4384,90360419091
"618";4102,02005452012;4196,99999618192;4270,35442243344
"619";6517,0721028269;5995,82551064077;6209,11125165382
"620";4325,26015982579;4481,57112187965;4325,53172086874
"621";4304,965604798;4424,91491839068;4319,22964784651
"622";4020,84183440897;3908,17596586767;4258,19208693562
"623";4183,19827463127;4425,23262647082;4286,78093928739
"624";4142,6091645757;4294,4630278544;4278,03998409846
"625";4487,61660004809;4553,75763688533;4384,90360419091
"626";4447,02748999252;4044,39197856068;4368,58672417943
"627";4386,14382490915;4408,58854779777;4345,94380456171
"628";3919,36905927003;3508,32313856222;4249,11549159211
"629";9216,24792152272;8275,77223676471;10082,7933728783
"630";4386,14382490915;4517,29215012347;4345,94380456171
"631";4386,14382490915;4547,29572360965;4345,94380456171
"632";4041,13638943675;4319,08461053527;4260,82824363882
"633";4284,67104977021;4372,33403106673;4313,18077139014
"634";4284,67104977021;4279,25288916655;4313,18077139014
"635";4244,08193971464;4284,70872375427;4301,84793408256
"636";4020,84183440897;4370,88503967903;4258,19208693562
"637";6598,25032293805;5742,22067258197;6313,4195093901
"638";4162,90371960348;4072,28214918974;4282,27920324088
"639";4081,72549949233;4097,20341506405;4266,91074286463
"640";4000,54727938118;3693,95337247146;4255,82776747473
"641";4081,72549949233;3761,55460511768;4266,91074286463
"642";4447,02748999252;4515,02533425052;4368,58672417943
"643";5339,98791121519;5019,57871775927;4934,03535419824
"644";4061,43094446454;4239,49376836694;4263,73490610746
"645";4000,54727938118;3581,46312598935;4255,82776747473
"646";4406,43837993694;4426,42869563894;4353,2453490785
"647";4589,08937518703;4684,7429607279;4429,89373566655
"648";4020,84183440897;4120,88261757431;4258,19208693562
"649";4020,84183440897;4067,74285072036;4258,19208693562
"650";4203,49282965906;4345,25153361957;4291,5438607611
"651";4365,84926988136;4362,90774402403;4338,89013070323
"652";4142,6091645757;4213,1823412075;4278,03998409846
"653";4264,37649474242;4339,37689326727;4307,38642297653
"654";5421,16613132634;5444,13547878237;5004,93202499957
"655";4365,84926988136;4381,53559346112;4338,89013070323
"656";4081,72549949233;3924,21758627791;4266,91074286463
"657";4142,6091645757;3728,25475987023;4278,03998409846
"658";4142,6091645757;4450,38277067571;4278,03998409846
"659";4528,20571010367;4619,79439903578;4402,18533729782
"660";4041,13638943675;4131,69653982768;4260,82824363882
"661";3959,9581693256;4283,45013653695;4251,91996618745
"662";4649,9730402704;4764,95790441714;4459,71313703997
"663";4162,90371960348;4236,42867749152;4282,27920324088
"664";4893,50770060385;5036,63135262068;4599,38177506029
"665";4325,26015982579;4311,93755996999;4325,53172086874
"666";4122,31460954791;4364,87291524843;4274,06461333702
"667";3939,66361429781;3993,3265504844;4250,37914731484
"668";3959,9581693256;4091,2357027276;4251,91996618745
"669";4041,13638943675;4535,8113113482;4260,82824363882
"670";3980,25272435339;4334,34089264663;4253,73661673304
"671";4264,37649474242;4388,89857408576;4307,38642297653
"672";4102,02005452012;4145,70006355597;4270,35442243344
"673";4142,6091645757;4295,26374313126;4278,03998409846
"674";4081,72549949233;4190,55738240561;4266,91074286463
"675";4893,50770060385;4774,74351095839;4599,38177506029
"676";4264,37649474242;4402,33709016333;4307,38642297653
"677";4528,20571010367;4663,40019646943;4402,18533729782
"678";4304,965604798;4480,70143627623;4319,22964784651
"679";4771,74037043713;4736,45636865522;4525,54114929684
"680";4325,26015982579;4491,88522254776;4325,53172086874
"681";4142,6091645757;4361,3771843323;4278,03998409846
"682";4244,08193971464;4402,24637042635;4301,84793408256
"683";4183,19827463127;5297,07341409181;4286,78093928739
"684";3838,19083915887;4166,39641180513;4246,8591297377
"685";4304,965604798;4356,53199758213;4319,22964784651
"686";4061,43094446454;4127,92590833238;4263,73490610746
"687";4020,84183440897;4093,02911118365;4258,19208693562
"688";4203,49282965906;4352,99152997193;4291,5438607611
"689";4548,50026513146;4593,13798147085;4411,18469506983
"690";4426,73293496473;4538,66893925003;4360,7934327767
"691";4000,54727938118;4121,9546766119;4255,82776747473
"692";4020,84183440897;4024,9381465832;4258,19208693562
"693";4507,91115507588;4115,12332567135;4393,42452984588
"694";4264,37649474242;4467,84291733329;4307,38642297653
"695";4223,78738468685;4437,68197511506;4296,56663618512
"696";5644,40623663201;5296,74972225094;5214,48870069973
"697";4528,20571010367;4539,34759058942;4402,18533729782
"698";4203,49282965906;4342,33492274235;4291,5438607611
"699";4102,02005452012;4327,63093296802;4270,35442243344
"700";4629,67848524261;4628,27058571449;4449,5409998209
"701";4061,43094446454;3876,84173947571;4263,73490610746
"702";4304,965604798;3863,63622079389;4319,22964784651
"703";3980,25272435339;4150,0345542666;4253,73661673304
"704";3980,25272435339;4061,15688126033;4253,73661673304
"705";4426,73293496473;4453,41760088363;4360,7934327767
"706";4183,19827463127;4358,72276661958;4286,78093928739
"707";4020,84183440897;4098,71682277066;4258,19208693562
"708";5279,10424613183;5049,02081607357;4882,80374899539
"709";4345,55471485358;4221,96498798531;4332,08565897994
"710";4751,44581540934;4728,63129711701;4514,00561547866
"711";4061,43094446454;4208,57646680435;4263,73490610746
"712";5421,16613132634;5423,11687380543;5004,93202499957
"713";4081,72549949233;4103,45482453328;4266,91074286463
"714";4081,72549949233;4081,29058307082;4266,91074286463
"715";4223,78738468685;4415,93345024968;4296,56663618512
"716";4812,3294804927;4959,0682045353;4549,27860324852
"717";3939,66361429781;4089,14902125098;4250,37914731484
"718";4061,43094446454;4251,21908435326;4263,73490610746
"719";4406,43837993694;4519,56436344764;4353,2453490785
"720";4284,67104977021;4150,86388781555;4313,18077139014
"721";3838,19083915887;5270,65226321257;4246,8591297377
"722";4304,965604798;4403,86230779068;4319,22964784651
"723";4345,55471485358;4486,01215241811;4332,08565897994
"724";5563,22801652086;5123,98525035119;5135,87860251393
"725";3939,66361429781;4267,13517367228;4250,37914731484
"726";4386,14382490915;4185,14239429655;4345,94380456171
"727";4467,3220450203;4576,42791409342;4376,62389180979
"728";4142,6091645757;4178,94464635308;4278,03998409846
"729";4122,31460954791;4195,90400052743;4274,06461333702
"730";4731,15126038155;4759,93886416124;4502,69398573477
"731";4203,49282965906;4107,22528344978;4291,5438607611
"732";4284,67104977021;4454,58693710961;4313,18077139014
"733";4284,67104977021;4478,11684538672;4313,18077139014
"734";4223,78738468685;4273,3209842022;4296,56663618512
"735";3959,9581693256;4053,65160327455;4251,91996618745
"736";4183,19827463127;4020,27232733921;4286,78093928739
"737";3959,9581693256;4100,62744937476;4251,91996618745
"738";4162,90371960348;4390,0346340759;4282,27920324088
"739";5400,87157629856;5177,76585636146;4986,9345806016
"740";4102,02005452012;4219,8522220221;4270,35442243344
"741";4203,49282965906;4367,7634163723;4291,5438607611
"742";4792,03492546491;6537,41550273744;4537,29925571242
"743";4325,26015982579;4482,86922929892;4325,53172086874
"744";3939,66361429781;4250,37146927634;4250,37914731484
"745";4264,37649474242;4453,67336152525;4307,38642297653
"746";4365,84926988136;4537,747931935;4338,89013070323
"747";4061,43094446454;4204,18496101204;4263,73490610746
"748";4244,08193971464;4167,02866589395;4301,84793408256
"749";4142,6091645757;3568,05407904978;4278,03998409846
"750";4020,84183440897;4172,34567710708;4258,19208693562
"751";4487,61660004809;4605,09069505213;4384,90360419091
"752";4223,78738468685;4045,01139862384;4296,56663618512
"753";4041,13638943675;4259,89648724628;4260,82824363882
"754";3939,66361429781;3461,08813847536;4250,37914731484
"755";4061,43094446454;4119,21793199948;4263,73490610746
"756";4325,26015982579;4509,34241968011;4325,53172086874
"757";4081,72549949233;4186,4623216486;4266,91074286463
"758";4081,72549949233;3832,38157396197;4266,91074286463
"759";4710,85670535376;4717,66155920242;4491,60759154207
"760";4122,31460954791;4072,80570282404;4274,06461333702
"761";4345,55471485358;4461,73503243216;4332,08565897994
"762";4223,78738468685;5550,04451596208;4296,56663618512
"763";4041,13638943675;4164,251340674;4260,82824363882
"764";4873,21314557607;4656,97519734215;4586,53077781102
"765";4000,54727938118;4111,35943965532;4255,82776747473
"766";4710,85670535376;4742,06580680657;4491,60759154207
"767";4345,55471485358;4328,54614722282;4332,08565897994
"768";4061,43094446454;4153,08165647449;4263,73490610746
"769";3838,19083915887;3992,61651924026;4246,8591297377
"770";4000,54727938118;4168,21433455342;4255,82776747473
"771";4426,73293496473;4604,84272912514;4360,7934327767
"772";4852,91859054828;4686,74225695609;4573,89569577471
"773";4020,84183440897;4064,07104746843;4258,19208693562
"774";4994,98047574279;4819,46095330906;4666,82888780987
"775";4041,13638943675;4337,02507439941;4260,82824363882
"776";4102,02005452012;4164,20597626271;4270,35442243344
"777";4426,73293496473;4483,33513930793;4360,7934327767
"778";4020,84183440897;4253,27352863047;4258,19208693562
"779";5055,86414082616;4856,97576300543;4709,80292349418
"780";5015,27503077058;4853,24007412896;4680,94741532221
"781";4731,15126038155;4613,06529575099;4502,69398573477
"782";7024,4359785216;6246,20806705288;6886,02645593766
"783";4426,73293496473;4444,10567355471;4360,7934327767
"784";4183,19827463127;4152,26196142191;4286,78093928739
"785";3980,25272435339;3966,10224562531;4253,73661673304
"786";4244,08193971464;4447,49553097908;4301,84793408256
"787";4406,43837993694;4499,09498993746;4353,2453490785
"788";3959,9581693256;4120,67439411738;4251,91996618745
"789";4041,13638943675;4334,36238995979;4260,82824363882
"790";4041,13638943675;4163,80329108022;4260,82824363882
"791";4487,61660004809;4547,50639328819;4384,90360419091
"792";4284,67104977021;4424,56886189254;4313,18077139014
"793";4041,13638943675;4251,65096342847;4260,82824363882
"794";4223,78738468685;4504,01649316605;4296,56663618512
"795";4244,08193971464;4451,74583027291;4301,84793408256
"796";4690,56215032597;5011,04497275593;4480,74776437745
"797";4365,84926988136;4256,32370953783;4338,89013070323
"798";4934,09681065943;4711,21072759051;4625,72618929014
"799";4345,55471485358;4790,19369733389;4332,08565897994
"800";4203,49282965906;4225,32659387813;4291,5438607611
"801";3838,19083915887;3836,245458717;4246,8591297377
"802";4020,84183440897;4225,2627375033;4258,19208693562
"803";4061,43094446454;4190,72926231721;4263,73490610746
"804";4142,6091645757;4226,69198736305;4278,03998409846
"805";4000,54727938118;4021,28155747523;4255,82776747473
"806";4142,6091645757;4226,53727937905;4278,03998409846
"807";4934,09681065943;4933,00935256354;4625,72618929014
"808";4792,03492546491;4668,76253633327;4537,29925571242
"809";4345,55471485358;4498,67395570876;4332,08565897994
"810";5238,51513607625;5006,07653915475;4849,59355477451
"811";4629,67848524261;4679,31838143549;4449,5409998209
"812";4467,3220450203;4663,71672453715;4376,62389180979
"813";4345,55471485358;4310,62844377604;4332,08565897994
"814";4000,54727938118;4229,27778340565;4255,82776747473
"815";4244,08193971464;4386,30796832866;4301,84793408256
"816";4142,6091645757;4152,1149429735;4278,03998409846
"817";4061,43094446454;4142,92075873548;4263,73490610746
"818";4447,02748999252;4414,96004398283;4368,58672417943
"819";4122,31460954791;4404,19011599067;4274,06461333702
"820";4264,37649474242;4203,07081645368;4307,38642297653
"821";5116,74780590952;5098,29441665645;4754,61234646707
"822";4000,54727938118;4156,04231461327;4255,82776747473
"823";4223,78738468685;4480,95973396021;4296,56663618512
"824";4223,78738468685;4368,38232962881;4296,56663618512
"825";4162,90371960348;4180,53680136385;4282,27920324088
"826";4122,31460954791;4337,62973671176;4274,06461333702
"827";3980,25272435339;4035,61516594015;4253,73661673304
"828";3838,19083915887;3956,51147266327;4246,8591297377
"829";4264,37649474242;4299,14850469626;4307,38642297653
"830";4000,54727938118;4372,06913794864;4255,82776747473
"831";4467,3220450203;4566,2454244334;4376,62389180979
"832";4162,90371960348;3973,50889823221;4282,27920324088
"833";3838,19083915887;3886,75638889694;4246,8591297377
"834";4284,67104977021;4472,17139210536;4313,18077139014
"835";4102,02005452012;4330,03469563396;4270,35442243344
"836";4000,54727938118;3550,23016422489;4255,82776747473
"837";7186,79241874391;6627,60320122482;7113,5060494948
"838";3838,19083915887;3975,84971586511;4246,8591297377
"839";4122,31460954791;4217,58319286213;4274,06461333702
"840";4406,43837993694;4370,75942715939;4353,2453490785
"841";4183,19827463127;4130,56921212217;4286,78093928739
"842";3939,66361429781;4091,95424092178;4250,37914731484
"843";5218,22058104846;5173,31312079062;4833,27571486905
"844";4629,67848524261;4429,97849526808;4449,5409998209
"845";4183,19827463127;4437,35446674211;4286,78093928739
"846";4528,20571010367;4644,54424022959;4402,18533729782
"847";6172,0646673545;5638,35022577193;5786,12076055522
"848";4142,6091645757;4101,60984932813;4278,03998409846
"849";5258,80969110404;5213,45695496848;4866,10334330892
"850";4061,43094446454;4247,77570837676;4263,73490610746
"851";4568,79482015924;4470,45748129781;4420,42127168504
"852";4548,50026513146;4561,04102859557;4411,18469506983
"853";4304,965604798;4388,14783793898;4319,22964784651
"854";4162,90371960348;4244,2839999037;4282,27920324088
"855";3838,19083915887;3714,59633272454;4246,8591297377
"856";4244,08193971464;4189,67220066252;4301,84793408256
"857";4304,965604798;6304,83021910471;4319,22964784651
"858";4284,67104977021;4281,08804320687;4313,18077139014
"859";5441,46068635413;5222,58754330403;5023,10943473448
"860";4345,55471485358;4470,01424941499;4332,08565897994
"861";4325,26015982579;4373,35236418077;4325,53172086874
"862";4913,80225563164;5028,61207786213;4612,44735604563
"863";4244,08193971464;4314,34402958206;4301,84793408256
"864";4142,6091645757;3836,14592488414;4278,03998409846
"865";4954,39136568722;5052,15213676208;4639,21694331695
"866";3838,19083915887;3789,1344503541;4246,8591297377
"867";4223,78738468685;4178,15166996646;4296,56663618512
"868";4548,50026513146;4636,42654726475;4411,18469506983
"869";4325,26015982579;4221,90927411678;4325,53172086874
"870";4020,84183440897;4295,1810119821;4258,19208693562
"871";4913,80225563164;4779,889840606;4612,44735604563
"872";4020,84183440897;5539,77885799235;4258,19208693562
"873";4041,13638943675;4175,8312292732;4260,82824363882
"874";3980,25272435339;4062,42614907908;4253,73661673304
"875";4122,31460954791;4372,50633057222;4274,06461333702
"876";4122,31460954791;4283,63491632818;4274,06461333702
"877";4183,19827463127;4294,30977680667;4286,78093928739
"878";4406,43837993694;4479,74541668219;4353,2453490785
"879";4142,6091645757;4292,25805607137;4278,03998409846
"880";4365,84926988136;4394,89866420877;4338,89013070323
"881";4426,73293496473;4491,17166759176;4360,7934327767
"882";5015,27503077058;4325,38475136831;4680,94741532221
"883";4649,9730402704;4707,2103543938;4459,71313703997
"884";4081,72549949233;4185,88059281395;4266,91074286463
"885";4934,09681065943;5043,33536791065;4625,72618929014
"886";4020,84183440897;4248,81435491919;4258,19208693562
"887";4325,26015982579;4296,99643448653;4325,53172086874
"888";4122,31460954791;4225,75116284561;4274,06461333702
"889";3939,66361429781;4124,97752843693;4250,37914731484
"890";4102,02005452012;4303,67916918328;4270,35442243344
"891";4447,02748999252;4506,95640557704;4368,58672417943
"892";4548,50026513146;4618,43660548094;4411,18469506983
"893";3939,66361429781;4243,20698094573;4250,37914731484
"894";4142,6091645757;4397,91360971897;4278,03998409846
"895";4426,73293496473;4065,06439291447;4360,7934327767
"896";4041,13638943675;4126,97416916398;4260,82824363882
"897";4447,02748999252;4517,22039488482;4368,58672417943
"898";4162,90371960348;4295,99347195537;4282,27920324088
"899";4223,78738468685;4506,81212366174;4296,56663618512
"900";4203,49282965906;4328,25128865824;4291,5438607611
"901";5279,10424613183;5155,63787372269;4882,80374899539
"902";4183,19827463127;4404,42970037768;4286,78093928739
"903";4325,26015982579;4482,97298523405;4325,53172086874
"904";4893,50770060385;5029,46777912122;4599,38177506029
"905";4122,31460954791;3747,67398195294;4274,06461333702
"906";4081,72549949233;4240,64175967152;4266,91074286463
"907";4386,14382490915;4719,06617077605;4345,94380456171
"908";4162,90371960348;4114,11970922055;4282,27920324088
"909";4000,54727938118;4331,53311999688;4255,82776747473
"910";4386,14382490915;4513,13159463552;4345,94380456171
"911";5644,40623663201;5465,73731150363;5214,48870069973
"912";4649,9730402704;4859,32388360493;4459,71313703997
"913";4061,43094446454;4103,33702618163;4263,73490610746
"914";4812,3294804927;4675,43341476978;4549,27860324852
"915";4183,19827463127;4221,37757498969;4286,78093928739
"916";4386,14382490915;4409,14019665866;4345,94380456171
"917";4304,965604798;3933,85080943983;4319,22964784651
"918";4304,965604798;4465,14772872638;4319,22964784651
"919";4142,6091645757;4275,41555783594;4278,03998409846
"920";4061,43094446454;3956,21535183906;4263,73490610746
"921";4162,90371960348;4195,55479377229;4282,27920324088
"922";4568,79482015924;4634,2393278317;4420,42127168504
"923";3980,25272435339;4191,51112828582;4253,73661673304
"924";4102,02005452012;4230,9657007098;4270,35442243344
"925";4183,19827463127;4317,26142435538;4286,78093928739
"926";4365,84926988136;4500,50024992007;4338,89013070323
"927";4000,54727938118;4040,42476688103;4255,82776747473
"928";4974,68592071501;4917,3291438383;4652,91828664915
"929";4223,78738468685;4347,17232690158;4296,56663618512
"930";4020,84183440897;4135,63203316089;4258,19208693562
"931";4304,965604798;4374,87832149618;4319,22964784651
"932";4325,26015982579;4961,24988047948;4325,53172086874
"933";3980,25272435339;4036,69184703664;4253,73661673304
"934";4568,79482015924;4524,35267108218;4420,42127168504
"935";4020,84183440897;4092,33409478572;4258,19208693562
"936";4162,90371960348;3998,38097635093;4282,27920324088
"937";4406,43837993694;4456,18441303465;4353,2453490785
"938";4020,84183440897;4251,81415766815;4258,19208693562
"939";4447,02748999252;4005,2170780476;4368,58672417943
"940";4142,6091645757;4313,3894444816;4278,03998409846
"941";4264,37649474242;4202,75938603307;4307,38642297653
"942";3959,9581693256;3458,50869635888;4251,91996618745
"943";4467,3220450203;4625,14746367574;4376,62389180979
"944";4568,79482015924;4466,72152569803;4420,42127168504
"945";4264,37649474242;4333,2254983641;4307,38642297653
"946";4142,6091645757;4370,65967795714;4278,03998409846
"947";4304,965604798;4498,15092341136;4319,22964784651
"948";4467,3220450203;4461,37227352132;4376,62389180979
"949";4345,55471485358;4437,14169883705;4332,08565897994
"950";4041,13638943675;4187,79046041807;4260,82824363882
"951";4081,72549949233;4385,23211467709;4266,91074286463
"952";5076,15869585395;5037,60848309716;4724,53724120005
"953";4467,3220450203;4974,98849659979;4376,62389180979
"954";4000,54727938118;4179,55253534089;4255,82776747473
"955";3959,9581693256;5367,13418854481;4251,91996618745
"956";4406,43837993694;4297,33032243359;4353,2453490785
"957";4365,84926988136;4467,8425969533;4338,89013070323
"958";4974,68592071501;4989,06034750567;4652,91828664915
"959";7795,62906957755;7271,75140826011;7997,54125504437
"960";4020,84183440897;4078,02255803176;4258,19208693562
"961";4284,67104977021;4489,35399041158;4313,18077139014
"962";5299,39880115962;5249,41971292507;4899,69344035702
"963";4426,73293496473;4239,60783749141;4360,7934327767
"964";4284,67104977021;4014,37450674655;4313,18077139014
"965";4954,39136568722;4959,53872712877;4639,21694331695
"966";4000,54727938118;4188,71630661995;4255,82776747473
"967";4122,31460954791;4319,47558944175;4274,06461333702
"968";4548,50026513146;4491,32596500844;4411,18469506983
"969";5705,28990171538;5569,82980713914;5275,18678496536
"970";4020,84183440897;4147,67354760505;4258,19208693562
"971";4710,85670535376;4696,37317271388;4491,60759154207
"972";4670,26759529819;4808,51066357015;4470,11583571778
"973";4223,78738468685;3854,57673889658;4296,56663618512
"974";4061,43094446454;4389,95464108971;4263,73490610746
"975";4386,14382490915;4515,98062275296;4345,94380456171
"976";5969,11911707662;5801,50453703877;5554,52800281898
"977";5076,15869585395;5032,03832980588;4724,53724120005
"978";5238,51513607625;5170,18671356925;4849,59355477451
"979";3939,66361429781;4031,64994271864;4250,37914731484
"980";4731,15126038155;4733,56579961666;4502,69398573477
"981";4406,43837993694;4502,43952103369;4353,2453490785
"982";4000,54727938118;4254,45185980691;4255,82776747473
"983";4528,20571010367;4684,69561322226;4402,18533729782
"984";4345,55471485358;4432,69073277902;4332,08565897994
"985";4244,08193971464;4251,86263225564;4301,84793408256
"986";4304,965604798;4494,88352920633;4319,22964784651
"987";3838,19083915887;3906,31823999228;4246,8591297377
"988";4041,13638943675;4214,13937826564;4260,82824363882
"989";4041,13638943675;4208,7329251411;4260,82824363882
"990";4528,20571010367;4498,02643172385;4402,18533729782
"991";4061,43094446454;4237,19907237565;4263,73490610746
"992";5177,63147099289;4747,15932846175;4801,22120685252
"993";4061,43094446454;4303,30787609613;4263,73490610746
"994";4507,91115507588;4629,6841538643;4393,42452984588
"995";4000,54727938118;4256,37168961877;4255,82776747473
"996";4223,78738468685;4303,45861169202;4296,56663618512
"997";3980,25272435339;3868,83464182359;4253,73661673304
"998";4304,965604798;4207,49538312901;4319,22964784651
"999";4081,72549949233;4271,83459324311;4266,91074286463
"1000";4041,13638943675;4211,85106389008;4260,82824363882
"1001";4203,49282965906;4293,73285312175;4291,5438607611
"1002";4345,55471485358;4506,37492649155;4332,08565897994
"1003";4264,37649474242;4418,08791064545;4307,38642297653
"1004";4710,85670535376;4426,45021638679;4491,60759154207
"1005";4649,9730402704;4118,31538558427;4459,71313703997
"1006";4467,3220450203;4435,37532079709;4376,62389180979
"1007";4406,43837993694;4447,6739914593;4353,2453490785
"1008";4142,6091645757;4312,26491682915;4278,03998409846
"1009";4142,6091645757;3721,13154806474;4278,03998409846
"1010";4142,6091645757;4132,74294430191;4278,03998409846
"1011";4000,54727938118;4125,92125552963;4255,82776747473
"1012";4649,9730402704;4798,1113941743;4459,71313703997
"1013";4487,61660004809;5277,5098752534;4384,90360419091
"1014";4304,965604798;4302,01731268485;4319,22964784651
"1015";4041,13638943675;3927,06701799161;4260,82824363882
"1016";4081,72549949233;4256,06025392546;4266,91074286463
"1017";4020,84183440897;4241,76568225004;4258,19208693562
"1018";4102,02005452012;3698,9441075907;4270,35442243344
"1019";4304,965604798;4455,93076721532;4319,22964784651
"1020";4122,31460954791;4331,4423241118;4274,06461333702
"1021";4203,49282965906;4353,87552434714;4291,5438607611
"1022";4487,61660004809;4229,41427388897;4384,90360419091
"1023";4426,73293496473;4111,33082108234;4360,7934327767
"1024";4345,55471485358;4396,52928841065;4332,08565897994
"1025";4284,67104977021;4410,99106742046;4313,18077139014
"1026";3980,25272435339;4236,917446802;4253,73661673304
"1027";4203,49282965906;4464,24447695128;4291,5438607611
"1028";4548,50026513146;4466,50029126099;4411,18469506983
"1029";4974,68592071501;4876,17162371272;4652,91828664915
"1030";4710,85670535376;4905,79446548736;4491,60759154207
"1031";5867,64634193768;5560,56600273397;5444,04898643001
"1032";3959,9581693256;3882,44324026546;4251,91996618745
"1033";4183,19827463127;4264,70655651262;4286,78093928739
"1034";4426,73293496473;4393,6723891935;4360,7934327767
